CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
90181146,2016,2016-05-17,9730,2016-05-13,1830,020903,,5,2,9,2700,0,1,3,,1,068,SR-68,"LAURELES GRADE",5280.00,W,N,A,-,Y,,,68,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",36.56973,-121.77285999999999,MONTEREY,UNINCORPORATED,-121.77287206,36.569746250000001
90182052,2016,2016-05-18,9730,2016-05-16,1730,018820,,1,2,9,2700,0,3,5,,2,003,"CARPENTER ST.",SR-1,25.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.566549999999999,-121.91267999999999,MONTEREY,UNINCORPORATED,-121.91293,36.566980000000001
90182085,2016,2016-05-18,9730,2016-05-17,1735,018810,,2,2,9,2700,0,1,3,,2,062,"SR-1 N/B","SLOAT AVENUE",200.00,S,N,A,-,Y,,,1,,,,,,N,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.592599999999997,-121.87873999999999,MONTEREY,UNINCORPORATED,-121.87873587,36.592591310000003
90182091,2016,2016-05-18,9730,2016-05-08,1856,020970,,7,2,9,2700,0,2,4,,1,073,"HALL RD","JOHNSON RD",100.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,13,22515,A,N,G,E,A,A,H,-,A,D,0,,,,,Y,,A,08,0,1,0,0,0,0,0,0,0,"- ","- ",36.861499999999999,-121.70740000000001,MONTEREY,UNINCORPORATED,-121.70749528,36.861422920000003
90182248,2016,2016-05-18,9735,2016-05-18,0545,017257,,3,3,9,2700,0,1,2,,1,041,"US 101 NORTHOBUND","CENTRAL AVENUE",1056.00,S,N,A,-,Y,,,,,,,,,,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,B,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",36.231650000000002,-121.17415,MONTEREY,UNINCORPORATED,,
90183023,2016,2016-05-19,9730,2016-05-14,1945,020981,,6,2,9,2700,0,3,5,,2,020,"SUNRIDGE ROAD","RONDA ROAD",102.00,S,N,A,-,N,,,,,,,,,,Y,3,0,2,1,A,-,01,23152,A,N,E,I,A,A,H,-,A,D,0,,,,,Y,Y,A,01,0,2,0,0,0,0,0,0,0,"- ","- ",36.587580000000003,-121.94219,MONTEREY,UNINCORPORATED,,
90183124,2016,2016-05-19,9730,2016-05-17,1110,019529,,2,1,9,2700,0,3,5,,2,006,"DAVIS ROAD","BLANCO ROAD",100.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.68530837,36.666576540000001
90183160,2016,2016-10-13,9730,2016-05-08,0315,019100,,7,3,9,2700,0,1,3,,1,074,"STATE ROUTE 1","STRUVE ROAD (NORTH)",330.00,S,N,B,-,Y,,,,,,,,,,Y,2,0,1,1,A,-,01,23152,A,N,F,A,A,A,H,-,C,D,0,,,,,Y,Y,A,07,1,0,0,0,0,0,0,0,0,"- ","- ",36.494999999999997,-121.46160999999999,MONTEREY,UNINCORPORATED,-121.78104632,36.822925390000002
90183167,2016,2016-05-19,9735,2016-04-30,0449,020417,,6,3,9,2700,0,1,2,,1,041,"US-101 S/B","CENTRAL AVE.",5280.00,S,N,A,-,Y,,,101,,,,,,S,N,4,0,1,1,A,-,03,22350,,N,E,J,A,A,B,C,D,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.219909999999999,-121.16828,MONTEREY,UNINCORPORATED,-121.16825072,36.21992324
90183252,2016,2016-05-19,9730,2016-05-18,1655,017803,,3,2,9,2700,0,3,5,,2,006,"DAVIS RD","ACACIA ST",150.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",36.672780000000003,-121.6799,MONTEREY,UNINCORPORATED,-121.68006291,36.672681079999997
90183260,2016,2016-05-19,9735,2016-05-14,0200,017681,,6,3,9,2700,0,3,5,,2,003,"METZ ROAD","BLUEJAY LANE",528.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,D,D,0,,,,,Y,Y,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",36.402979999999999,-121.25751,MONTEREY,UNINCORPORATED,-121.25819116,36.403596120000003
90183298,2016,2016-05-19,9735,2016-04-23,0746,017952,,6,1,9,2700,0,1,2,,2,044,"US-101 S/B","ALVARADO RD.",1584.00,S,N,A,-,Y,,,101,,,,,,S,Y,3,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",35.943399999999997,-120.8749,MONTEREY,UNINCORPORATED,-120.8747479,35.943456249999997
90183312,2016,2016-05-19,9730,2016-05-11,0540,019529,,3,3,9,2700,0,2,4,,1,075,"SAN JUAN ROAD","QUAIL HILL LANE",120.00,E,N,B,F,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,N,D,C,A,B,H,-,D,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.66848665000001,36.865980970000003
90183322,2016,2016-05-19,9730,2016-05-11,0545,019529,,3,3,9,2700,0,2,4,,1,075,"SAN JUAN ROAD","QUAIL HILL LANE",120.00,E,N,B,F,N,,,,,,,,,,Y,2,0,2,3,A,-,03,22350,,N,D,C,E,B,C,-,D,D,0,Y,,,,Y,,D,22,1,1,0,0,1,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.66848665000001,36.865980970000003
90184131,2016,2016-05-20,9735,2016-05-20,0635,017681,,5,1,9,2700,0,2,4,,1,021,"JOLON ROAD","SULFUR SPRINGS ROAD",2112.00,N,N,A,-,N,,,,,,,,,,Y,4,0,2,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",36.04663,-121.18289,MONTEREY,UNINCORPORATED,-121.18285509,36.047346840000003
90184749,2016,2016-06-13,9730,2016-05-11,1235,014584,,3,1,9,2700,0,1,3,,1,068,SR-68,"SAN BENANCIO RD",0.00,,Y,A,-,Y,,,68,,,,,,,Y,4,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",36.570860000000003,-121.74706,MONTEREY,UNINCORPORATED,-121.74707457,36.570923239999999
90184877,2016,2016-05-23,9730,2016-05-16,2140,019512,,1,2,9,2700,0,1,3,,1,068,"SR68 E/B TO SPRECKLES BLVD","SPRECKLES BLVD",240.00,W,N,A,-,Y,,,68,,,,R,,E,Y,3,0,1,1,A,-,01,23152,A,N,E,J,A,A,H,-,C,D,0,,,,,Y,Y,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",36.63212,-121.66928,MONTEREY,UNINCORPORATED,-121.66928,36.63212
90184894,2016,2016-05-23,9730,2016-05-16,1440,015160,,1,2,9,2700,0,2,4,,1,073,"SAN MIGUEL CANYON ROAD","PARADISE ROAD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,F,D,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.67580991,36.825180019999998
90184914,2016,2016-05-23,9730,2016-05-15,1430,020514,,7,2,9,2700,0,3,5,,2,003,"SPRECKLES BLVD","HATTON AVE",100.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",36.62218,-121.6467,MONTEREY,UNINCORPORATED,-121.64693547,36.62226175
90184919,2016,2016-05-23,9730,2016-05-15,1325,019956,,7,1,9,2700,0,1,3,,1,074,SR-1,"SPRINGFIELD RD",200.00,S,N,A,-,Y,,,1,,,,,,,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.837679999999999,-121.77104,MONTEREY,UNINCORPORATED,-121.77100161,36.837679829999999
90185050,2016,2016-05-23,9730,2016-05-14,1200,020933,,6,1,9,2700,0,1,3,,2,062,"SR-1 S/B","CALIFORNIA AVE U/C",100.00,S,N,A,-,Y,,,,,,,,,,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",36.62424,-121.84196,MONTEREY,UNINCORPORATED,-121.84208162,36.624192039999997
90185208,2016,2016-05-23,9730,2016-05-15,0629,020933,,7,1,9,2700,0,1,2,,1,050,"US-101 N/B","FAIRVIEW AVE",300.00,S,N,B,-,Y,,,,,,,,,,Y,2,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,1,0,0,0,0,0,0,0,0,"- ","- ",36.664729999999999,-121.62457000000001,MONTEREY,UNINCORPORATED,,
90185276,2016,2016-05-23,9730,2016-05-15,1340,020933,,7,1,9,2700,0,3,5,,2,003,"SALINAS RIVERBED","RIVER ROAD",4752.00,E,N,A,-,Y,,,,,,,,,,N,2,0,1,1,B,-,22,,,N,F,A,A,A,B,-,A,D,0,,,Y,,Y,,C,02,1,0,0,0,0,0,0,0,1,"- ","- ",36.502589999999998,-121.49342,MONTEREY,UNINCORPORATED,,
90185424,2016,2016-05-23,9730,2016-05-18,0620,019529,,3,1,9,2700,0,2,4,,1,075,"SAN JUAN ROAD","CARPENTERIA ROAD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.65342990000001,36.860180020000001
90185434,2016,2016-05-23,9735,2016-05-10,1830,017292,,2,2,9,2700,0,1,2,,1,041,"US 101 SOUTHBOUND","HOBSON AVE",2640.00,S,N,A,-,Y,,,,,,,,,,Y,4,0,1,2,A,-,08,22107,,N,B,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.270440000000001,-121.18164,MONTEREY,UNINCORPORATED,-121.18137057,36.269581180000003
90186918,2016,2016-05-25,9730,2016-04-26,0530,018350,,2,3,9,2700,0,1,2,,1,070,"US-101 N/B","PRUNEDALE S. O/C",200.00,S,N,A,-,Y,,,,,,,,,,Y,4,0,1,4,A,-,03,22350,,N,C,C,A,A,H,-,D,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.66888661999999,36.769162950000002
90186945,2016,2016-05-25,9735,2016-04-30,0445,019486,,6,3,9,2700,0,1,2,,1,041,"US 101 S/B","CENTRAL AVE",0.00,,N,A,-,N,,,,,,,,,,Y,1,1,0,1,A,-,08,22107,,N,F,A,A,A,H,-,D,D,0,,,,,Y,,A,08,0,0,0,0,0,0,0,0,0,"- ","- ",36.220460000000003,-121.16851,MONTEREY,UNINCORPORATED,-121.17450986,36.233800029999998
90186946,2016,2016-05-25,9730,2016-04-26,0535,018350,,2,3,9,2700,0,1,2,,1,070,"US-101 N/B","RALPH LANE",2640.00,N,N,A,-,Y,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,D,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.66726885999999,36.763409279999998
90186995,2016,2016-05-25,9735,2016-05-24,0550,016816,,2,3,9,2700,0,1,2,,1,040,"US-101 N/B","MAJOR FARMS RD.",100.00,N,N,A,B,Y,,,101,,,,,,N,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,B,D,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",36.366169999999997,-121.28037,MONTEREY,UNINCORPORATED,-121.28033077000001,36.366210610000003
90187157,2016,2016-05-25,9730,2016-04-25,0847,018350,,1,1,9,2700,0,1,2,,1,070,"US-101 S/B","BLACKIE ROAD",198.00,S,N,A,-,Y,,,101,,,,,,S,Y,4,0,1,2,A,-,09,21802,A,N,A,C,A,A,H,-,A,A,0,,,,Y,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.772329999999997,-121.66934000000001,MONTEREY,UNINCORPORATED,-121.66929051,36.772334039999997
90187184,2016,2016-05-25,9730,2016-05-15,1940,019512,,7,2,9,2700,0,1,2,,1,050,"US-101 N/B TO MAIN STREET","MAIN STREET",75.00,S,N,A,-,Y,,,,,,,,,,N,4,0,3,2,A,-,03,22350,,F,E,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,3,0,0,0,0,0,0,"- ","- ",36.686410000000002,-121.651,MONTEREY,UNINCORPORATED,-121.51772707000001,36.569301320000001
90187465,2016,2016-05-25,9730,2016-05-19,1545,018312,,4,2,9,2700,0,3,5,,2,005,"ROGGE ROAD","BOLLENBACHER DRIVE",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,2,0,0,0,0,0,0,0,"- ","- ",36.73283,-121.63361999999999,MONTEREY,UNINCORPORATED,-121.63346998999999,36.732770070000001
90187740,2016,2016-05-26,9730,2016-05-12,0445,018543,,4,3,9,2700,0,1,3,,1,022,SR-1,"MESA DRIVE",50.00,N,N,C,-,Y,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,B,H,-,D,D,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.91057006,36.552206419999997
90187743,2016,2016-05-26,9730,2016-05-18,1645,018810,,3,2,9,2700,0,1,3,,1,022,"SR-1 N/B","SR-68 (HOLMAN HIGHWAY)",100.00,S,N,A,-,Y,,,1,,,,,,N,Y,4,0,1,2,A,-,08,22107,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.574719999999999,-121.91222,MONTEREY,UNINCORPORATED,-121.91220951,36.574712660000003
90188335,2016,2016-05-26,9730,2016-05-15,1357,020391,,7,1,9,2700,0,2,4,,1,073,"SAN MIGUEL CYN RD","ECHO VALLEY ROAD",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,4,2,A,-,09,21801,A,N,D,A,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,4,0,0,0,0,0,0,"- ","- ",36.821719999999999,-121.67345,MONTEREY,UNINCORPORATED,-121.67346996000001,36.821660080000001
90190303,2016,2016-05-31,9730,2016-05-16,2030,020970,,1,2,9,2700,0,1,3,,1,014,"SR-1 NORTHBOUND","1 MON 60.05",20.00,S,N,A,-,Y,,,1,,,,,,N,Y,3,0,1,3,A,-,01,23152,A,N,F,C,A,A,H,-,D,D,0,,,Y,,Y,Y,D,22,0,1,0,0,0,0,0,0,0,"- ","- ",36.3797,-121.902,MONTEREY,UNINCORPORATED,-121.90200265999999,36.379702199999997
90190309,2016,2016-05-31,9730,2016-05-20,1420,020981,,5,2,9,2700,0,1,2,,1,050,US-101,"SPENCE ROAD",0.00,,Y,A,-,Y,,,101,,,,,,,Y,2,0,5,3,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,Y,Y,,F,27,1,0,4,0,0,0,0,0,0,"- ","- ",36.613509999999998,-121.56816999999999,MONTEREY,UNINCORPORATED,-121.56819656,36.613473679999998
90190311,2016,2016-05-31,9730,2016-05-21,1412,020931,,6,2,9,2700,0,1,3,,1,022,SR-1,"CARPENTER ST.",200.00,S,N,A,-,Y,,,,,,,,,,N,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.91292565000001,36.566430969999999
90190342,2016,2016-05-31,9730,2016-05-23,1921,012332,,1,2,9,2700,0,2,4,,1,075,"SAN JUAN RD","MURPHY RD",2640.00,E,N,B,-,N,,,,,,,,,,Y,3,0,2,2,A,-,09,21804,A,N,D,C,A,A,H,-,B,D,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.66999334,36.891056759999998
90190670,2016,2016-05-31,9730,2016-05-15,2202,020970,,7,3,9,2700,0,1,3,,1,014,SR-1,"1 MON 53.84",5280.00,N,N,B,-,Y,,,1,,,,,,,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,D,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",36.323799999999999,-121.8937,MONTEREY,UNINCORPORATED,-121.89364347,36.323852590000001
90190743,2016,2016-05-31,9730,2016-05-23,1640,020981,,1,2,9,2700,0,3,5,,2,006,"BLACKIE ROAD","ELKHORN ROAD",1320.00,W,N,A,-,N,,,,,,,,,,Y,4,0,1,3,A,-,17,23114,A,F,E,J,A,A,H,-,A,D,0,,,,,Y,,-,99,0,0,1,0,0,0,0,0,0,"- ","- ",36.771610000000003,-121.71193,MONTEREY,UNINCORPORATED,,
90190965,2016,2016-05-31,9730,2016-05-12,1420,020931,,4,2,9,2700,1,1,3,,1,022,SR-1,"S. CARMEL HILLS DR",100.00,S,N,A,-,Y,,,,,,,,,,N,4,0,1,1,C,-,18,,,N,H,A,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.90991741000001,36.548067410000002
90190985,2016,2016-05-31,9730,2016-05-20,1850,020896,,5,2,9,2700,0,1,3,,1,072,SR-156,US-101,1056.00,W,N,A,-,Y,,,156,,,,,,,Y,4,0,3,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",36.788809999999998,-121.67225999999999,MONTEREY,UNINCORPORATED,-121.67225987,36.788813169999997
90191109,2016,2016-05-31,9730,2016-04-28,1215,018350,,4,1,9,2700,0,3,5,,2,007,"CASTROVILLE BLVD.","ELKHORN ROAD",1584.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,A,M,F,I,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",36.794620000000002,-121.71052,MONTEREY,UNINCORPORATED,-121.71506734,36.795228510000001
90191143,2016,2016-05-31,9735,2016-05-26,1411,020417,,4,2,9,2700,0,1,2,,2,044,"US-101 N/B","LOS LOBOS RD.",1056.00,S,N,B,-,Y,,,101,,,,,,N,Y,3,0,2,2,A,-,01,23152,A,N,B,C,A,A,H,-,A,D,0,,,,Y,Y,Y,A,01,0,2,0,0,0,0,0,0,0,"- ","- ",35.972830000000002,-120.89771,MONTEREY,UNINCORPORATED,-120.89751197,35.972971770000001
90191161,2016,2016-05-31,9735,2016-05-28,1810,020036,,6,2,9,2700,0,2,4,,1,011,"ARROYO SECO RD","CARMEL VALLEY RD",4752.00,W,N,A,-,N,,,,,,,,,,Y,2,0,3,1,A,-,01,23152,A,N,F,A,A,A,H,-,A,D,0,,,,,Y,Y,A,01,2,1,0,0,0,0,0,0,0,"- ","- ",36.252029999999998,-121.43116999999999,MONTEREY,UNINCORPORATED,-121.43103670000001,36.250887820000003
90191316,2016,2016-05-31,9730,2016-05-24,0920,014584,,2,1,9,2700,0,1,2,,1,030,"US 101 N/B","MAIN ST O/C",1056.00,N,N,A,-,Y,,,,,,,,,,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",36.57535,-121.52458,MONTEREY,UNINCORPORATED,-121.52020657,36.571679109999998
90191334,2016,2016-05-31,9730,2016-05-24,1130,019529,,2,1,9,2700,0,1,3,,2,062,"STATE ROUTE 1 (NORTHBOUND)","LIGHTFIGHTER DRIVE",100.00,N,N,A,-,Y,,,,,,,,,,N,4,0,2,2,A,-,07,21658,A,N,B,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.81545001000001,36.647710510000003
90191376,2016,2016-05-31,9730,2016-05-25,1020,020208,,3,1,9,2700,0,1,3,,1,072,"SR-156 E/B","OAK HILLS DRIVE",80.00,E,N,B,-,Y,,,156,,,,,,E,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.780099999999997,-121.7026,MONTEREY,UNINCORPORATED,-121.70261456,36.780154539999998
90191417,2016,2016-05-31,9730,2016-05-26,0030,019745,,4,3,9,2700,0,2,4,,1,073,"SALINAS RD","SAN JUAN RD",60.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,F,G,B,E,A,H,-,C,D,0,Y,,,,Y,,-,99,0,1,0,0,1,0,0,0,0,"- ","- ",36.90408,-121.7482,MONTEREY,UNINCORPORATED,-121.74844366000001,36.904325249999999
90191459,2016,2016-05-31,9730,2016-05-26,1625,018810,,4,2,9,2700,0,1,3,,2,062,"SR-1 N/B","SLOAT AVENUE O/C",200.00,S,N,B,-,Y,,,1,,,,,,N,N,4,0,1,2,A,-,07,21658,A,N,B,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",36.592919999999999,-121.87811000000001,MONTEREY,UNINCORPORATED,-121.87809944,36.59288806
90191509,2016,2016-08-16,9730,2016-05-19,2135,020677,,4,2,9,2700,0,1,3,,1,012,SR-1,"SOBRANTES POINT",3168.00,S,N,A,-,Y,,,1,,,,,,,Y,2,0,3,1,A,-,01,23152,E,N,E,I,A,A,H,-,D,D,0,,,,Y,Y,,G,25,1,2,0,0,0,0,0,0,0,"- ","- ",36.442360000000001,-121.92274,MONTEREY,UNINCORPORATED,-121.92273496999999,36.442362879999997
90192191,2016,2016-06-01,9730,2016-05-21,0930,019529,,6,1,9,2700,0,3,5,,2,002,"RIO ROAD","VIA NONA MARIE",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.90599997,36.538100040000003
90194352,2016,2016-06-06,9730,2016-05-22,1734,020931,,7,2,9,2700,0,1,3,,1,014,SR-1,"ANDREW MOLERA",500.00,S,N,A,-,Y,,,,,,,,,,Y,4,0,1,1,A,-,03,22350,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,,
90194355,2016,2016-06-06,9730,2016-05-24,1814,012332,,2,2,9,2700,0,3,5,,2,005,"CRAZY HORSE CANYON RD",US-101,1056.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,M,B,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.63283,36.818330000000003
90194385,2016,2016-06-06,9730,2016-05-22,0814,019569,,7,1,9,2700,0,1,2,,1,050,"US-101 N/B","MARKET ST U/C",105.00,N,N,A,-,Y,,,,,,,,,,Y,4,0,1,1,C,-,18,,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.64124765,36.677945899999997
90194427,2016,2016-06-06,9730,2016-05-28,0950,020208,,6,1,4,2710,0,1,3,,1,022,"SR-1 S/B","FREMONT BLVD.",2170.00,S,N,A,-,Y,,,,,,,,,,Y,3,0,2,5,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,2,0,0,0,0,0,0,0,"- ","- ",36.620100000000001,-121.84699999999999,MONTEREY,SEASIDE,,
90194437,2016,2016-06-06,9730,2016-05-28,1320,020208,,6,1,4,2710,0,1,3,,2,062,"SR-1 S/B","FREMONT BLVD.",150.00,S,N,A,-,Y,,,1,,,,,,S,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.624499999999998,-121.8413,MONTEREY,SEASIDE,-121.84134537,36.624577049999999
90194443,2016,2016-06-06,9730,2016-05-29,1250,019956,,7,1,9,2700,0,1,3,,1,074,SR-1,"SPRINGFIELD RD",2112.00,N,N,B,-,Y,,,1,,,,,,,N,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",36.843739999999997,-121.77112,MONTEREY,UNINCORPORATED,-121.77111309999999,36.843740140000001
90194445,2016,2016-06-06,9730,2016-05-29,1328,019956,,7,1,9,2700,0,1,3,,1,074,SR-1,"SPRINGFIELD RD",2112.00,N,N,B,-,Y,,,1,,,,,,,Y,3,0,4,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,1,3,0,0,0,0,0,0,"- ","- ",36.842799999999997,-121.77128999999999,MONTEREY,UNINCORPORATED,-121.77109348,36.842804119999997
